"id","nome","tipo","estado"
414,"Prefeitura Municipal de Aquiraz - CE",1,6
415,"Prefeitura Municipal de Araçagi - PB",1,15
416,"Prefeitura Municipal de Aracaju - SE",1,26
417,"Prefeitura Municipal de Araci - BA",1,5
418,"Prefeitura Municipal de Aracoiaba - CE",1,6
419,"Prefeitura Municipal de Araçoiaba - PE",1,17
420,"Prefeitura Municipal de Araçoiaba da Serra - SP",1,25
421,"Prefeitura Municipal de Araçuaí - MG",1,13
422,"Prefeitura Municipal de Araguacema - TO",1,27
423,"Prefeitura Municipal de Araguaçu - TO",1,27
424,"Prefeitura Municipal de Araguaína - TO",1,27
425,"Prefeitura Municipal de Araguainha - MT",1,11
426,"Prefeitura Municipal de Araguanã - MA",1,10
427,"Prefeitura Municipal de Araguanã - TO",1,27
428,"Prefeitura Municipal de Araguapaz - GO",1,9
429,"Prefeitura Municipal de Araguatins - TO",1,27
430,"Prefeitura Municipal de Araioses - MA",1,10
431,"Prefeitura Municipal de Aramari - BA",1,5
432,"Prefeitura Municipal de Arame - MA",1,10
433,"Prefeitura Municipal de Arapoema - TO",1,27
434,"Prefeitura Municipal de Araponga - MG",1,13
435,"Prefeitura Municipal de Araporã - MG",1,13
436,"Prefeitura Municipal de Araputanga - MT",1,11
437,"Prefeitura Municipal de Arara - PB",1,15
438,"Prefeitura Municipal de Ararendá - CE",1,6
439,"Prefeitura Municipal de Arari - MA",1,10
440,"Prefeitura Municipal de Araripina - PE",1,17
441,"Prefeitura Municipal de Araruna - PB",1,15
442,"Prefeitura Municipal de Arataca - BA",1,5
443,"Prefeitura Municipal de Arauá - SE",1,26
444,"Prefeitura Municipal de Areal - RJ",1,19
445,"Prefeitura Municipal de Arês - RN",1,20
446,"Prefeitura Municipal de Argirita - MG",1,13
447,"Prefeitura Municipal de Aricanduva - MG",1,13
448,"Prefeitura Municipal de Arinos - MG",1,13
449,"Prefeitura Municipal de Aroeiras - PB",1,15
450,"Prefeitura Municipal de Arroio Grande - RS",1,21
451,"Prefeitura Municipal de Assaré - CE",1,6
452,"Prefeitura Municipal de Assis Brasil - AC",1,1
453,"Prefeitura Municipal de Assu - RN",1,20
454,"Prefeitura Municipal de Assunção do Piauí - PI",1,18
455,"Prefeitura Municipal de Astorga - PR",1,16
456,"Prefeitura Municipal de Atalaia - AL",1,2
457,"Prefeitura Municipal de Atalaia do Norte - AM",1,4
458,"Prefeitura Municipal de Augusto Corrêa - PA",1,14
459,"Prefeitura Municipal de Augusto Severo",1,20
460,"Prefeitura Municipal de Aurelino Leal - BA",1,5
461,"Prefeitura Municipal de Auriflama - SP",1,25
462,"Prefeitura Municipal de Aurora do Tocantins - TO",1,27
463,"Prefeitura Municipal de Autazes - AM",1,4
464,"Prefeitura Municipal de Aveiro - PA",1,14
465,"Prefeitura Municipal de Avelino Lopes - PI",1,18
466,"Prefeitura Municipal de Axixá - MA",1,10
467,"Prefeitura Municipal de Axixá do Tocantins - TO",1,27
468,"Prefeitura Municipal de Bacabal - MA",1,10
469,"Prefeitura Municipal de Bacuri - MA",1,10
470,"Prefeitura Municipal de Bady Bassitt - SP",1,25
471,"Prefeitura Municipal de Bagé - RS",1,21
472,"Prefeitura Municipal de Bagre - PA",1,14
473,"Prefeitura Municipal de Baianópolis - BA",1,5
474,"Prefeitura Municipal de Baião - PA",1,14
475,"Prefeitura Municipal de Baixa Grande do Ribeiro - PI",1,18
476,"Prefeitura Municipal de Balbinos - SP",1,25
477,"Prefeitura Municipal de Baliza - GO",1,9
478,"Prefeitura Municipal de Balneário Camboriú - SC",1,24
479,"Prefeitura Municipal de Balsas - MA",1,10
480,"Prefeitura Municipal de Bandeirantes do Tocantins - TO",1,27
481,"Prefeitura Municipal de Baraúna - PB",1,15
482,"Prefeitura Municipal de Baraúna - RN",1,20
483,"Prefeitura Municipal de Barcarena - PA",1,14
484,"Prefeitura Municipal de Barcelos - AM",1,4
485,"Prefeitura Municipal de Barra Bonita - SP",1,25
486,"Prefeitura Municipal de Barra de Santo Antônio - AL",1,2
487,"Prefeitura Municipal de Barra de São Francisco - ES",1,8
488,"Prefeitura Municipal de Barra de São Miguel - AL",1,2
489,"Prefeitura Municipal de Barra de São Miguel - PB",1,15
490,"Prefeitura Municipal de Barra do Chapéu - SP",1,25
491,"Prefeitura Municipal de Barra do Choça - BA",1,5
492,"Prefeitura Municipal de Barra do Corda - MA",1,10
493,"Prefeitura Municipal de Barra do Ouro - TO",1,27
494,"Prefeitura Municipal de Barra do Ribeiro - RS",1,21
495,"Prefeitura Municipal de Barra do Turvo - SP",1,25
496,"Prefeitura Municipal de Barra dos Coqueiros - SE",1,26
497,"Prefeitura Municipal de Barra Longa - MG",1,13
498,"Prefeitura Municipal de Barreiras - BA",1,5
499,"Prefeitura Municipal de Barreirinha - AM",1,4
500,"Prefeitura Municipal de Barreirinhas - MA",1,10
501,"Prefeitura Municipal de Barreiros - PE",1,17
502,"Prefeitura Municipal de Barretos - SP",1,25
503,"Prefeitura Municipal de Barro - CE",1,6
504,"Prefeitura Municipal de Barro Alto - BA",1,5
505,"Prefeitura Municipal de Barro Duro - PI",1,18
506,"Prefeitura Municipal de Barro Preto",1,5
507,"Prefeitura Municipal de Barroquinha - CE",1,6
508,"Prefeitura Municipal de Batalha - PI",1,18
509,"Prefeitura Municipal de Baturité - CE",1,6
510,"Prefeitura Municipal de Bayeux - PB",1,15
511,"Prefeitura Municipal de Beberibe - CE",1,6
512,"Prefeitura Municipal de Bela Cruz - CE",1,6
513,"Prefeitura Municipal de Bela Vista do Maranhão - MA",1,10
514,"Prefeitura Municipal de Bela Vista do Paraíso - PR",1,16
515,"Prefeitura Municipal de Belágua - MA",1,10
516,"Prefeitura Municipal de Belém - AL",1,2
517,"Prefeitura Municipal de Belém - PA",1,14
518,"Prefeitura Municipal de Belém de Maria - PE",1,17
519,"Prefeitura Municipal de Belém de São Francisco - PE",1,17
520,"Prefeitura Municipal de Belém do Brejo do Cruz - PB",1,15
521,"Prefeitura Municipal de Belford Roxo - RJ",1,19
522,"Prefeitura Municipal de Belo Campo - BA",1,5
523,"Prefeitura Municipal de Belo Jardim - PE",1,17
524,"Prefeitura Municipal de Belo Oriente - MG",1,13
525,"Prefeitura Municipal de Belterra - PA",1,14
526,"Prefeitura Municipal de Beneditinos - PI",1,18
527,"Prefeitura Municipal de Benedito Leite - MA",1,10
528,"Prefeitura Municipal de Benjamin Constant - AM",1,4
529,"Prefeitura Municipal de Bento Fernandes - RN",1,20
530,"Prefeitura Municipal de Bequimão - MA",1,10
531,"Prefeitura Municipal de Bernardo do Mearim - MA",1,10
532,"Prefeitura Municipal de Bernardo Sayão - TO",1,27
533,"Prefeitura Municipal de Bertioga - SP",1,25
534,"Prefeitura Municipal de Beruri - AM",1,4
535,"Prefeitura Municipal de Betânia - PE",1,17
536,"Prefeitura Municipal de Bezerros - PE",1,17
537,"Prefeitura Municipal de Boa Nova - BA",1,5
538,"Prefeitura Municipal de Boa Viagem - CE",1,6
539,"Prefeitura Municipal de Boa Vista - RR",1,23
540,"Prefeitura Municipal de Boa Vista do Ramos - AM",1,4
541,"Prefeitura Municipal de Boca da Mata - AL",1,2
542,"Prefeitura Municipal de Boca do Acre - AM",1,4
543,"Prefeitura Municipal de Bocaina - PI",1,18
544,"Prefeitura Municipal de Bocaiúva - MG",1,13
545,"Prefeitura Municipal de Bodó - RN",1,20
546,"Prefeitura Municipal de Bom Despacho - MG",1,13
547,"Prefeitura Municipal de Bom Jardim - MA",1,10
548,"Prefeitura Municipal de Bom Jardim - RJ",1,19
549,"Prefeitura Municipal de Bom Jardim de Goiás - GO",1,9
550,"Prefeitura Municipal de Bom Jesus - PI",1,18
551,"Prefeitura Municipal de Bom Jesus da Lapa - BA",1,5
552,"Prefeitura Municipal de Bom Jesus das Selvas - MA",1,10
553,"Prefeitura Municipal de Bom Jesus de Goiás - GO",1,9
554,"Prefeitura Municipal de Bom Jesus do Araguaia - MT",1,11
555,"Prefeitura Municipal de Bom Jesus do Norte - ES",1,8
556,"Prefeitura Municipal de Bom Jesus do Tocantins - PA",1,14
557,"Prefeitura Municipal de Bom Jesus do Tocantins - TO",1,27
558,"Prefeitura Municipal de Bom Jesus dos Perdões - SP",1,25
559,"Prefeitura Municipal de Bom Lugar - MA",1,10
560,"Prefeitura Municipal de Bom Sucesso - PR",1,16
561,"Prefeitura Municipal de Bonfinópolis - GO",1,9
562,"Prefeitura Municipal de Bonito - MS",1,12
563,"Prefeitura Municipal de Bonito - PA",1,14
564,"Prefeitura Municipal de Boqueirão - PB",1,15
565,"Prefeitura Municipal de Boqueirão do Piauí - PI",1,18
566,"Prefeitura Municipal de Borba - AM",1,4
567,"Prefeitura Municipal de Borrazópolis - PR",1,16
568,"Prefeitura Municipal de Botumirim - MG",1,13
569,"Prefeitura Municipal de Botuporã - BA",1,5
570,"Prefeitura Municipal de Bragança - PA",1,14
571,"Prefeitura Municipal de Brasil Novo - PA",1,14
572,"Prefeitura Municipal de Brasiléia - AC",1,1
573,"Prefeitura Municipal de Braúna - SP",1,25
574,"Prefeitura Municipal de Brejão - PE",1,17
575,"Prefeitura Municipal de Brejetuba - ES",1,8
576,"Prefeitura Municipal de Brejinho - RN",1,20
577,"Prefeitura Municipal de Brejinho de Nazaré - TO",1,27
578,"Prefeitura Municipal de Brejo - MA",1,10
579,"Prefeitura Municipal de Brejo da Madre de Deus - PE",1,17
580,"Prefeitura Municipal de Brejo de Areia - MA",1,10
581,"Prefeitura Municipal de Brejo dos Santos - PB",1,15
582,"Prefeitura Municipal de Brejo Grande - SE",1,26
583,"Prefeitura Municipal de Brejo Grande do Araguaia - PA",1,14
584,"Prefeitura Municipal de Brejo Santo - CE",1,6
585,"Prefeitura Municipal de Brejões - BA",1,5
586,"Prefeitura Municipal de Breves - PA",1,14
587,"Prefeitura Municipal de Buerarema - BA",1,5
588,"Prefeitura Municipal de Bugre - MG",1,13
589,"Prefeitura Municipal de Buíque - PE",1,17
590,"Prefeitura Municipal de Bujari - AC",1,1
591,"Prefeitura Municipal de Bujaru - PA",1,14
592,"Prefeitura Municipal de Buriti - MA",1,10
593,"Prefeitura Municipal de Buriti Bravo - MA",1,10
594,"Prefeitura Municipal de Buriti do Tocantins - TO",1,27
595,"Prefeitura Municipal de Buriti dos Lopes - PI",1,18
596,"Prefeitura Municipal de Buriticupu - MA",1,10
597,"Prefeitura Municipal de Buritis - MG",1,13
598,"Prefeitura Municipal de Buritis - RO",1,22
599,"Prefeitura Municipal de Buritizeiro - MG",1,13
600,"Prefeitura Municipal de Caapiranga - AM",1,4
601,"Prefeitura Municipal de Caaporã - PB",1,15
602,"Prefeitura Municipal de Caatiba - BA",1,5
603,"Prefeitura Municipal de Cabaceiras do Paraguaçu - BA",1,5
604,"Prefeitura Municipal de Cabeceiras - GO",1,9
605,"Prefeitura Municipal de Cabeceiras do Piauí - PI",1,18
606,"Prefeitura Municipal de Cabo de Santo Agostinho - PE",1,17
607,"Prefeitura Municipal de Cabrobó - PE",1,17
608,"Prefeitura Municipal de Cáceres - MT",1,11
609,"Prefeitura Municipal de Cachoeira do Arari - PA",1,14
610,"Prefeitura Municipal de Cachoeira dos Índios - PB",1,15
611,"Prefeitura Municipal de Cachoeira Dourada - GO",1,9
612,"Prefeitura Municipal de Cachoeira Grande - MA",1,10
613,"Prefeitura Municipal de Cachoeirinha - TO",1,27
614,"Prefeitura Municipal de Cacimba de Areia - PB",1,15
615,"Prefeitura Municipal de Cacimba de Dentro - PB",1,15
616,"Prefeitura Municipal de Cacimbas - PB",1,15
617,"Prefeitura Municipal de Cacoal - RO",1,22
618,"Prefeitura Municipal de Caetés - PE",1,17
619,"Prefeitura Municipal de Caiçara - PB",1,15
620,"Prefeitura Municipal de Caiçara do Norte - RN",1,20
621,"Prefeitura Municipal de Caiçara do Rio do Vento - RN",1,20
622,"Prefeitura Municipal de Cajapió - MA",1,10
623,"Prefeitura Municipal de Cajazeiras - PB",1,15
624,"Prefeitura Municipal de Cajazeirinhas - PB",1,15
625,"Prefeitura Municipal de Cajueiro - AL",1,2
626,"Prefeitura Municipal de Cajueiro da Praia - PI",1,18
627,"Prefeitura Municipal de Calçado - PE",1,17
628,"Prefeitura Municipal de Caldas - MG",1,13
629,"Prefeitura Municipal de Caldas Brandão - PB",1,15
630,"Prefeitura Municipal de Caldeirão Grande do Piauí - PI",1,18
631,"Prefeitura Municipal de Calumbi - PE",1,17
632,"Prefeitura Municipal de Camacan - BA",1,5
633,"Prefeitura Municipal de Camamu - BA",1,5
634,"Prefeitura Municipal de Camaragibe - PE",1,17
635,"Prefeitura Municipal de Cambira - PR",1,16
636,"Prefeitura Municipal de Cambuci - RJ",1,19
637,"Prefeitura Municipal de Cametá - PA",1,14
638,"Prefeitura Municipal de Camocim - CE",1,6
639,"Prefeitura Municipal de Campestre - AL",1,2
640,"Prefeitura Municipal de Campestre do Maranhão - MA",1,10
641,"Prefeitura Municipal de Campina Grande - PB",1,15
642,"Prefeitura Municipal de Campina Grande do Sul - PR",1,16
643,"Prefeitura Municipal de Campinaçu - GO",1,9
644,"Prefeitura Municipal de Campinorte - GO",1,9
645,"Prefeitura Municipal de Campo Alegre - AL",1,2
646,"Prefeitura Municipal de Campo Alegre de Goiás - GO",1,9
647,"Prefeitura Municipal de Campo Alegre do Fidalgo - PI",1,18
648,"Prefeitura Municipal de Campo Azul - MG",1,13
649,"Prefeitura Municipal de Campo Erê - SC",1,24
650,"Prefeitura Municipal de Campo Formoso - BA",1,5
651,"Prefeitura Municipal de Campo Grande - AL",1,2
652,"Prefeitura Municipal de Campo Grande - MS",1,12
653,"Prefeitura Municipal de Campo Grande do Piauí - PI",1,18
654,"Prefeitura Municipal de Campo Largo do Piauí - PI",1,18
655,"Prefeitura Municipal de Campo Limpo de Goiás",1,9
656,"Prefeitura Municipal de Campo Maior - PI",1,18
657,"Prefeitura Municipal de Campo Mourão - PR",1,16
658,"Prefeitura Municipal de Campo Novo de Rondônia - RO",1,22
659,"Prefeitura Municipal de Campos Belos - GO",1,9
660,"Prefeitura Municipal de Campos dos Goytacazes - RJ",1,19
661,"Prefeitura Municipal de Campos Lindos - TO",1,27
662,"Prefeitura Municipal de Campos Sales - CE",1,6
663,"Prefeitura Municipal de Camutanga - PE",1,17
664,"Prefeitura Municipal de Canaã dos Carajás - PA",1,14
665,"Prefeitura Municipal de Canarana - BA",1,5
666,"Prefeitura Municipal de Canarana - MT",1,11
667,"Prefeitura Municipal de Canavieira - PI",1,18
668,"Prefeitura Municipal de Canavieiras - BA",1,5
669,"Prefeitura Municipal de Candeal - BA",1,5
670,"Prefeitura Municipal de Cândido Godói - RS",1,21
671,"Prefeitura Municipal de Cândido Mendes - MA",1,10
672,"Prefeitura Municipal de Cândido Sales - BA",1,5
673,"Prefeitura Municipal de Canguaretama - RN",1,20
674,"Prefeitura Municipal de Canguçu - RS",1,21
675,"Prefeitura Municipal de Canhotinho - PE",1,17
676,"Prefeitura Municipal de Canindé - CE",1,6
677,"Prefeitura Municipal de Canoas - RS",1,21
678,"Prefeitura Municipal de Cansanção - BA",1,5
679,"Prefeitura Municipal de Cantá - RR",1,23
680,"Prefeitura Municipal de Cantanhede - MA",1,10
681,"Prefeitura Municipal de Canudos - BA",1,5
682,"Prefeitura Municipal de Canutama - AM",1,4
683,"Prefeitura Municipal de Capanema - PA",1,14
684,"Prefeitura Municipal de Capela - AL",1,2
685,"Prefeitura Municipal de Capela do Alto Alegre - BA",1,5
686,"Prefeitura Municipal de Capelinha - MG",1,13
687,"Prefeitura Municipal de Capim - PB",1,15
688,"Prefeitura Municipal de Capim Grosso - BA",1,5
689,"Prefeitura Municipal de Capitão Andrade - MG",1,13
690,"Prefeitura Municipal de Capitão de Campos - PI",1,18
691,"Prefeitura Municipal de Capitão Enéas - MG",1,13
692,"Prefeitura Municipal de Capitão Gervásio Oliveira - PI",1,18
693,"Prefeitura Municipal de Capitão Poço - PA",1,14
694,"Prefeitura Municipal de Capixaba - AC",1,1
695,"Prefeitura Municipal de Capoeiras - PE",1,17
696,"Prefeitura Municipal de Caputira - MG",1,13
697,"Prefeitura Municipal de Caracaraí - RR",1,23
698,"Prefeitura Municipal de Caracol - PI",1,18
699,"Prefeitura Municipal de Caraí - MG",1,13
700,"Prefeitura Municipal de Caraíbas - BA",1,5
701,"Prefeitura Municipal de Carapicuíba - SP",1,25
702,"Prefeitura Municipal de Caratinga - MG",1,13
703,"Prefeitura Municipal de Carauari - AM",1,4
704,"Prefeitura Municipal de Caraúbas - RN",1,20
705,"Prefeitura Municipal de Caravelas - BA",1,5
706,"Prefeitura Municipal de Carbonita - MG",1,13
707,"Prefeitura Municipal de Cardeal da Silva - BA",1,5
708,"Prefeitura Municipal de Cardoso - SP",1,25
709,"Prefeitura Municipal de Careiro - AM",1,4
710,"Prefeitura Municipal de Careiro da Várzea - AM",1,4
711,"Prefeitura Municipal de Caridade - CE",1,6
712,"Prefeitura Municipal de Carira - SE",1,26
713,"Prefeitura Municipal de Caririaçu - CE",1,6
714,"Prefeitura Municipal de Carmo do Rio Claro - MG",1,13
715,"Prefeitura Municipal de Carmo do Rio Verde - GO",1,9
716,"Prefeitura Municipal de Carnaúba dos Dantas - RN",1,20
717,"Prefeitura Municipal de Carnaubais - RN",1,20
718,"Prefeitura Municipal de Carneirinho - MG",1,13
719,"Prefeitura Municipal de Carneiros - AL",1,2
720,"Prefeitura Municipal de Caroebe - RR",1,23
721,"Prefeitura Municipal de Carpina - PE",1,17
722,"Prefeitura Municipal de Carrasco Bonito - TO",1,27
723,"Prefeitura Municipal de Caruaru - PE",1,17
724,"Prefeitura Municipal de Carutapera - MA",1,10
725,"Prefeitura Municipal de Casa Nova - BA",1,5
726,"Prefeitura Municipal de Cascavel - CE",1,6
727,"Prefeitura Municipal de Caseara - TO",1,27
728,"Prefeitura Municipal de Casserengue - PB",1,15
729,"Prefeitura Municipal de Castanhal - PA",1,14
730,"Prefeitura Municipal de Castanheira - MT",1,11
731,"Prefeitura Municipal de Castro Alves - BA",1,5
732,"Prefeitura Municipal de Cataguases - MG",1,13
733,"Prefeitura Municipal de Catanduvas - PR",1,16
734,"Prefeitura Municipal de Catende - PE",1,17
735,"Prefeitura Municipal de Catingueira - PB",1,15
736,"Prefeitura Municipal de Catolândia - BA",1,5
737,"Prefeitura Municipal de Catu - BA",1,5
738,"Prefeitura Municipal de Catuji - MG",1,13
739,"Prefeitura Municipal de Catunda - CE",1,6
740,"Prefeitura Municipal de Catuti - MG",1,13
741,"Prefeitura Municipal de Caucaia - CE",1,6
742,"Prefeitura Municipal de Caxambu - MG",1,13
743,"Prefeitura Municipal de Caxias - MA",1,10
744,"Prefeitura Municipal de Ceará-Mirim - RN",1,20
745,"Prefeitura Municipal de Cedral - MA",1,10
746,"Prefeitura Municipal de Cedral - SP",1,25
747,"Prefeitura Municipal de Cedro - CE",1,6
748,"Prefeitura Municipal de Centenário - TO",1,27
749,"Prefeitura Municipal de Central - BA",1,5
750,"Prefeitura Municipal de Central de Minas - MG",1,13
751,"Prefeitura Municipal de Central do Maranhão - MA",1,10
752,"Prefeitura Municipal de Centralina - MG",1,13
753,"Prefeitura Municipal de Centro Novo do Maranhão - MA",1,10
754,"Prefeitura Municipal de Cerro Largo - RS",1,21
755,"Prefeitura Municipal de Cesário Lange - SP",1,25
756,"Prefeitura Municipal de Chã Preta - AL",1,2
757,"Prefeitura Municipal de Chalé - MG",1,13
758,"Prefeitura Municipal de Chapada do Norte - MG",1,13
759,"Prefeitura Municipal de Chapadinha - MA",1,10
760,"Prefeitura Municipal de Chapecó - SC",1,24
761,"Prefeitura Municipal de Charqueadas - RS",1,21
762,"Prefeitura Municipal de Chaval - CE",1,6
763,"Prefeitura Municipal de Chaves - PA",1,14
764,"Prefeitura Municipal de Choró - CE",1,6
765,"Prefeitura Municipal de Chorozinho - CE",1,6
766,"Prefeitura Municipal de Chuí - RS",1,21
767,"Prefeitura Municipal de Cianorte - PR",1,16
768,"Prefeitura Municipal de Cidreira - RS",1,21
769,"Prefeitura Municipal de Cipó - BA",1,5
770,"Prefeitura Municipal de Cláudia - MT",1,11
771,"Prefeitura Municipal de Coaraci - BA",1,5
772,"Prefeitura Municipal de Coari - AM",1,4
773,"Prefeitura Municipal de Cocal - PI",1,18
774,"Prefeitura Municipal de Cocal de Telha - PI",1,18
775,"Prefeitura Municipal de Codajás - AM",1,4
776,"Prefeitura Municipal de Codó - MA",1,10
777,"Prefeitura Municipal de Coelho Neto - MA",1,10
778,"Prefeitura Municipal de Colares - PA",1,14
779,"Prefeitura Municipal de Colinas do Sul - GO",1,9
780,"Prefeitura Municipal de Colinas do Tocantins - TO",1,27
781,"Prefeitura Municipal de Colméia - TO",1,27
782,"Prefeitura Municipal de Colniza",1,11
783,"Prefeitura Municipal de Colônia do Gurguéia - PI",1,18
784,"Prefeitura Municipal de Colônia do Piauí - PI",1,18
785,"Prefeitura Municipal de Colônia Leopoldina - AL",1,2
786,"Prefeitura Municipal de Colorado - RS",1,21
787,"Prefeitura Municipal de Combinado - TO",1,27
788,"Prefeitura Municipal de Comodoro - MT",1,11
789,"Prefeitura Municipal de Conceição - PB",1,15
790,"Prefeitura Municipal de Conceição da Aparecida - MG",1,13
791,"Prefeitura Municipal de Conceição da Barra - ES",1,8
792,"Prefeitura Municipal de Conceição da Feira - BA",1,5
793,"Prefeitura Municipal de Conceição das Alagoas - MG",1,13
794,"Prefeitura Municipal de Conceição de Macabu - RJ",1,19
795,"Prefeitura Municipal de Conceição do Almeida - BA",1,5
796,"Prefeitura Municipal de Conceição do Araguaia - PA",1,14
797,"Prefeitura Municipal de Conceição do Canindé - PI",1,18
798,"Prefeitura Municipal de Conceição do Lago-Açu - MA",1,10
799,"Prefeitura Municipal de Conceição do Rio Verde - MG",1,13
800,"Prefeitura Municipal de Concórdia do Pará - PA",1,14
801,"Prefeitura Municipal de Condado - PB",1,15
802,"Prefeitura Municipal de Conde - BA",1,5
803,"Prefeitura Municipal de Cônego Marinho - MG",1,13
804,"Prefeitura Municipal de Confresa - MT",1,11
805,"Prefeitura Municipal de Congo - PB",1,15
806,"Prefeitura Municipal de Conselheiro Lafaiete - MG",1,13
807,"Prefeitura Municipal de Coração de Jesus - MG",1,13
808,"Prefeitura Municipal de Coração de Maria - BA",1,5
809,"Prefeitura Municipal de Cordisburgo - MG",1,13
810,"Prefeitura Municipal de Coremas - PB",1,15
811,"Prefeitura Municipal de Corguinho - MS",1,12
812,"Prefeitura Municipal de Coroaci - MG",1,13
813,"Prefeitura Municipal de Coroatá - MA",1,10
814,"Prefeitura Municipal de Coronel Ezequiel - RN",1,20
815,"Prefeitura Municipal de Coronel João Sá - BA",1,5
816,"Prefeitura Municipal de Coronel José Dias - PI",1,18
817,"Prefeitura Municipal de Coronel Vivida - PR",1,16
818,"Prefeitura Municipal de Córrego Danta - MG",1,13
819,"Prefeitura Municipal de Córrego do Ouro - GO",1,9
820,"Prefeitura Municipal de Córrego Novo - MG",1,13
821,"Prefeitura Municipal de Corrente - PI",1,18
822,"Prefeitura Municipal de Correntes - PE",1,17
823,"Prefeitura Municipal de Cortês - PE",1,17
824,"Prefeitura Municipal de Corumbaíba - GO",1,9
825,"Prefeitura Municipal de Cotegipe - BA",1,5
826,"Prefeitura Municipal de Cotriguaçu - MT",1,11
827,"Prefeitura Municipal de Couto de Magalhães de Minas - MG",1,13
828,"Prefeitura Municipal de Craíbas - AL",1,2
829,"Prefeitura Municipal de Crisólita - MG",1,13
830,"Prefeitura Municipal de Cristianópolis - GO",1,9
831,"Prefeitura Municipal de Cristinápolis - SE",1,26
832,"Prefeitura Municipal de Cristino Castro - PI",1,18
833,"Prefeitura Municipal de Cruz do Espírito Santo - PB",1,15
834,"Prefeitura Municipal de Cruzeiro - SP",1,25
835,"Prefeitura Municipal de Cruzeiro da Fortaleza - MG",1,13
836,"Prefeitura Municipal de Cruzeiro do Sul - AC",1,1
837,"Prefeitura Municipal de Cruzeta - RN",1,20
838,"Prefeitura Municipal de Cubatão - SP",1,25
839,"Prefeitura Municipal de Cujubim - RO",1,22
840,"Prefeitura Municipal de Cumaru - PE",1,17
841,"Prefeitura Municipal de Cumaru do Norte - PA",1,14
842,"Prefeitura Municipal de Cumbe - SE",1,26
843,"Prefeitura Municipal de Cunha - SP",1,25
844,"Prefeitura Municipal de Cuparaque - MG",1,13
845,"Prefeitura Municipal de Cupira - PE",1,17
846,"Prefeitura Municipal de Curaçá - BA",1,5
847,"Prefeitura Municipal de Curionópolis - PA",1,14
848,"Prefeitura Municipal de Currais - PI",1,18
849,"Prefeitura Municipal de Curral de Cima - PB",1,15
850,"Prefeitura Municipal de Curral Velho - PB",1,15
851,"Prefeitura Municipal de Curralinho - PA",1,14
852,"Prefeitura Municipal de Curralinhos - PI",1,18
853,"Prefeitura Municipal de Curuá - PA",1,14
854,"Prefeitura Municipal de Curuçá - PA",1,14
855,"Prefeitura Municipal de Cururupu - MA",1,10
856,"Prefeitura Municipal de Curvelândia - MT",1,11
857,"Prefeitura Municipal de Damião - PB",1,15
858,"Prefeitura Municipal de Darcinópolis - TO",1,27
859,"Prefeitura Municipal de Dário Meira - BA",1,5
860,"Prefeitura Municipal de Davinópolis - GO",1,9
861,"Prefeitura Municipal de Davinópolis - MA",1,10
862,"Prefeitura Municipal de Delmiro Gouveia - AL",1,2
863,"Prefeitura Municipal de Demerval Lobão - PI",1,18
864,"Prefeitura Municipal de Desterro - PB",1,15
865,"Prefeitura Municipal de Diadema - SP",1,25
866,"Prefeitura Municipal de Diamante - PB",1,15
867,"Prefeitura Municipal de Diamantino - MT",1,11
868,"Prefeitura Municipal de Diogo de Vasconcelos - MG",1,13
869,"Prefeitura Municipal de Dionísio Cerqueira - SC",1,24
870,"Prefeitura Municipal de Dirceu Arcoverde - PI",1,18
871,"Prefeitura Municipal de Divino - MG",1,13
872,"Prefeitura Municipal de Divino das Laranjeiras - MG",1,13
873,"Prefeitura Municipal de Divinolândia de Minas - MG",1,13
874,"Prefeitura Municipal de Divinópolis de Goiás - GO",1,9
875,"Prefeitura Municipal de Divisa Alegre - MG",1,13
876,"Prefeitura Municipal de Dois Riachos - AL",1,2
877,"Prefeitura Municipal de Dom Aquino - MT",1,11
878,"Prefeitura Municipal de Dom Eliseu - PA",1,14
879,"Prefeitura Municipal de Dom Inocêncio - PI",1,18
880,"Prefeitura Municipal de Dom Pedro - MA",1,10
881,"Prefeitura Municipal de Domingos Mourão - PI",1,18
882,"Prefeitura Municipal de Dona Euzébia - MG",1,13
883,"Prefeitura Municipal de Dores do Indaiá - MG",1,13
884,"Prefeitura Municipal de Dores do Turvo - MG",1,13
885,"Prefeitura Municipal de Doutor Severiano - RN",1,20
886,"Prefeitura Municipal de Duas Barras - RJ",1,19
887,"Prefeitura Municipal de Duas Estradas - PB",1,15
888,"Prefeitura Municipal de Dueré - TO",1,27
889,"Prefeitura Municipal de Duque de Caxias - RJ",1,19
890,"Prefeitura Municipal de Durandé - MG",1,13
891,"Prefeitura Municipal de Echaporã - SP",1,25
892,"Prefeitura Municipal de Eirunepé - AM",1,4
893,"Prefeitura Municipal de Eldorado do Sul - RS",1,21
894,"Prefeitura Municipal de Eldorado dos Carajás - PA",1,14
895,"Prefeitura Municipal de Eliseu Martins - PI",1,18
896,"Prefeitura Municipal de Elísio Medrado - BA",1,5
897,"Prefeitura Municipal de Emas - PB",1,15
898,"Prefeitura Municipal de Embaúba - SP",1,25
899,"Prefeitura Municipal de Encruzilhada - BA",1,5
900,"Prefeitura Municipal de Engenheiro Navarro - MG",1,13
901,"Prefeitura Municipal de Engenheiro Paulo de Frontin - RJ",1,19
902,"Prefeitura Municipal de Entre Rios - BA",1,5
